item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,protein,salt,fiber,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch
0000004069,"Polaris Muszyński Naturalna woda mineralna wysokozmineralizowana 1,5 l",napoje,N,,,,,,,,,,,,,
0000008139,Dar Lata Syrop o smaku maliny z cytryną 1 l,napoje,Y,w porcji 100 ml,24 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0.03 g,0 g,0 g,0 g,0 g,0 g
0000011183,Riviva Nektar o smaku czarnej porzeczki z dodatkiem witaminy C 1 l,napoje,Y,w porcji 100 ml,27 kcal,0.5 g,0.1 g,6.5 g,6.5 g,0.5 g,0.01 g,,,,,
0000007667,Herbarium Syrop z czarnego bzu 250 ml,napoje,Y,w porcji 100 ml,264 kcal,0 g,0 g,66 g,62 g,0 g,0 g,,,,,
0000012131,Herbarium Syrop z malin 250 ml,napoje,Y,w porcji 100 ml,264 kcal,0 g,0 g,66 g,64 g,0 g,0 g,,,,,
0000010515,Riviva Spongebob Squarepants Multiwitamina 300 ml,napoje,Y,w porcji 100 ml,22 kcal,0 g,0 g,5 g,4.9 g,0 g,0.01 g,,,,,
0000006399,Warka Radler Piwo bezalkoholowe cytryna 500 ml,napoje,Y,w porcji 100 ml,26 kcal,0 g,0 g,6.4 g,4.5 g,0 g,0 g,,,,,
0000010658,Riviva Sok 100% pomidorowo warzywny 300 ml,napoje,Y,w porcji 100 ml,23 kcal,0.5 g,0.1 g,3.1 g,3.1 g,1 g,1 g,1.9 g,,,,
0000016912,Lipton Ice Tea Peach Napój niegazowany 500 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.6 g,4.4 g,0 g,0.03 g,,,,,
0000016951,Żywiec Zdrój Delikatnie Musujący Woda źródlana 500 ml,napoje,N,,,,,,,,,,,,,
0000008290,Oshee Vitamin Energy Napój gazowany o smaku mięta-limonka-cytryna 250 ml,napoje,Y,w porcji 100 ml,24 kcal,0 g,0 g,4.9 g,4.7 g,0 g,0.01 g,,,,,
0000008494,"Riviva Sok 100% pomarańcza z witaminą C 2,8 l",napoje,Y,w porcji 100 ml,46 kcal,0 g,0 g,11 g,11 g,0.6 g,0 g,,,,,
0000007922,Żywiec Zdrój Niegazowany 1 l,napoje,N,,,,,,,,,,,,,
0000016986,Fanta Napój gazowany o smaku pomarańczowym 330 ml,napoje,Y,w porcji 100 ml,17 kcal,0 g,0 g,4.1 g,4.1 g,0 g,0.02 g,,,,,
0000000886,Original Cola 500 ml,napoje,Y,w porcji 100 ml,38 kcal,0 g,0 g,9.6 g,9.6 g,0 g,0 g,,,,,
0000009220,"Żywiec Zdrój Jabłkowy Smak 1,2 l",napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.3 g,4.2 g,0 g,0 g,,,,,
0000011177,Go Active Vitamin Water smak cytrusowy 750 ml,napoje,Y,w porcji 100 ml,9 kcal,0 g,0 g,2.3 g,2.1 g,0 g,0 g,,,,,
0000000017,Coca-Cola Napój gazowany 500 ml,napoje,Y,w porcji 100 ml,42 kcal,0 g,0 g,10.6 g,10.6 g,0 g,0 g,,,,,
0000009222,"Żywiec Zdrój Cytrynowy Smak 1,2 l",napoje,Y,w porcji 100 ml,18.3 kcal,0 g,0 g,4.3 g,4.2 g,0 g,0 g,,,,,
0000007821,"Tymbark Lemoniada cytryna-limonka 1,5 l",napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0 g,,,,,
0000009617,"Vita Aloe Original napój aloesowy 1,5 l",napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.5 g,4.5 g,0 g,0.04 g,,,,,
0000014714,Vital Fresh Sok 100% pomarańcza ananas marakuja 1L,napoje,Y,w porcji 100 ml,50 kcal,0 g,0 g,11 g,10 g,0.7 g,0 g,0 g,,,,
0000016966,Hellena Oranżada Czerwona 250 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.5 g,4.3 g,0 g,0.04 g,0 g,0 g,0 g,,
0000008134,Dar Lata syrop o smaku malinowym  pompką 2 l,napoje,Y,w porcji 100 ml,42 kcal,0 g,0 g,4.9 g,4.7 g,0 g,0.03 g,0 g,0 g,0 g,0 g,0 g
0000008293,4Move Active Vitamin Gazowany napój smak limonki i cytryny 330 ml,napoje,Y,w porcji 100 ml,10 kcal,0 g,0 g,2.1 g,2 g,0 g,0 g,,,,,
0000008291,4Move Active Vitamin Gazowany napój smak cytrusów 330 ml,napoje,Y,w porcji 100 ml,11 kcal,0 g,0 g,2.1 g,2 g,0 g,0 g,,,,,
0000008122,Riviva Lemoniada gazowana o smaku cytryny i limonki 1 l,napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.9 g,4.9 g,0 g,0 g,,,,,
0000007079,Vital Fresh Smoothie kokos ananas banan pomarańcza 330 ml,napoje,Y,w porcji 100 ml,71 kcal,1.1 g,0.9 g,14 g,12 g,0.7 g,0.01 g,1 g,,,,
0000006411,Fanta Napój gazowany o smaku pomarańczowym 1 l ,napoje,Y,w porcji 100 ml,17 kcal,0 g,0 g,4.1 g,4.1 g,0 g,0.02 g,,,,,
0000019119,Capri-Sun Napój Multivitamin 200 ml,napoje,Y,w porcji 100 ml,22 kcal,0 g,0 g,5 g,4.9 g,0 g,0 g,0 g,,,,
0000008558,Muszynianka zdrój Naturalna woda mineralna wysokozmineralizowana niskonasycona CO2 1 l,napoje,N,,,,,,,,,,,,,
0000008289,Oshee Vitamin Energy Napój gazowany o smaku pomarańczowym 250 ml,napoje,Y,w porcji 100 ml,20 kcal,0 g,0 g,4.6 g,4.5 g,0 g,0.09 g,,,,,
0000007273,Vital Fresh Smoothie marchewka ananas brzoskwinia pomarańcza 330 ml,napoje,Y,w porcji 100 ml,40 kcal,0 g,0 g,9 g,6.8 g,0.6 g,0 g,0.8 g,,,,
0000019130,"Mirinda Napój gazowany o smaku pomarańczy 1,75 l",napoje,Y,w porcji 100 ml,21 kcal,0 g,0 g,5 g,5 g,0 g,0.01 g,,,,,
0000009862,"Original Cola Intense 1,5 l",napoje,Y,w porcji 100 ml,44 kcal,0 g,0 g,11 g,11 g,0 g,0 g,,,,,
0000009679,Dawtona Sok pomidorowy pikantny 300 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,3.1 g,3.1 g,1 g,0.41 g,1.2 g,,,,
0000010744,"Riviva Sok jabłko 2,8 l",napoje,Y,w porcji 100 ml,45 kcal,0 g,0 g,11 g,11 g,0.5 g,0 g,,,,,
0000009695,"Herbapol Syrop owocowy o smaku malina z cytryną z witaminą C, D, B6 i Cynk, 420ml",napoje,N,,,,,,,,,,,,,
0000008294,4Move Active Vitamin Gazowany napój smak pomarańczowy 330 ml,napoje,Y,w porcji 100 ml,10 kcal,0 g,0 g,2.2 g,2 g,0 g,0 g,,,,,
0000008423,Polaris Plus Naturalna woda mineralna niegazowana 1l,napoje,N,,,,,,,,,,,,,
0000019216,Kubuś 100% Sok multiwitamina 300 ml,napoje,Y,w porcji 100 ml,47 kcal,0 g,0 g,11 g,11 g,0 g,0 g,,,,,
0000007078,"Vital Fresh Smoothie truskawka, winogrono, banan, pomarańcza 330 ml",napoje,Y,w porcji 100 ml,58 kcal,0 g,0 g,13 g,13 g,0.7 g,0 g,1.8 g,,,,
0000007947,Hellena Oranżada czerwona musująca w proszku 18 g,napoje,Y,w porcji 100 g,35 kcal,0 g,0 g,8.2 g,8.1 g,0 g,0.1 g,,,,,
0000008805,"Polaris Niegazowana woda źródlana Mama i ja  0,5 l",napoje,N,,,,,,,,,,,,,
0000010728,"Żywiec Zdrój Minerals+ Napój lekko gazowany 1,2 l",napoje,Y,w porcji 100 ml,0 kcal,0 g,0 g,0 g,0 g,0 g,0 g,,,,,
0000016913,Lipton Ice Tea Green Napój niegazowany 500 ml,napoje,Y,w porcji 100 ml,10 kcal,0 g,0 g,2.4 g,2.2 g,0 g,0.02 g,,,,,
0000008088,Riviva Napój wieloowocowy 2 L,napoje,Y,w porcji 100 ml,34 kcal,0.5 g,0.1 g,8.4 g,8.4 g,0.5 g,0.01 g,,,,,
0000008168,Kubuś Sok 100% banan marchew jabłko 850 ml,napoje,Y,w porcji 100 ml,45 kcal,0.1 g,0.03 g,9.9 g,9.5 g,0.4 g,0.05 g,1.1 g,,,,
0000003834,Cechini Muszyna Woda średnionasycona 2 l,napoje,N,,,,,,,,,,,,,
0000008061,"Polaris  Napój gazowany o smaku cytrynowym 0,5 l",napoje,Y,w porcji 100 ml,1 kcal,0 g,0 g,0 g,0 g,0 g,0 g,,,,,
0000015296,Primavera Woda źródlana gazowana 1 l,napoje,N,,,,,,,,,,,,,
0000009693,"Herbapol syrop owocowy suplement diety wiśnia z wit. C, D, B6 i cynkiem 420ml",napoje,Y,w porcji 100 ml,320 kcal,0 g,0 g,80 g,78 g,0 g,0.02 g,,,,,
0000008138,Dar Lata syrop o smaku malinowym 1 l,napoje,Y,w porcji 100 ml,24 kcal,0 g,0 g,4.9 g,4.7 g,0 g,0.03 g,0 g,0 g,0 g,0 g,0 g
0000007676,Vital Fresh Smoothie Dynia Jabłko Brzoskwinia Mango 750ml,napoje,Y,w porcji 100 ml,44 kcal,0.3 g,0.1 g,9.7 g,9.6 g,0.5 g,0.01 g,0.9 g,,,,
0000006527,Hortex Nektar czarna porzeczka butelka  aPet 1 l,napoje,Y,w porcji 100 ml,21 kcal,0 g,0 g,5.2 g,4.7 g,0.1 g,0 g,,,,,
0000015294,"Kubuś Waterrr Napój o smaku cytryny 1,5 l",napoje,Y,w porcji 100 ml,13 kcal,0 g,0 g,3 g,3 g,0 g,0 g,,,,,
0000015299,"Kubuś Waterrr Napój o smaku truskawki 1,5 l",napoje,Y,w porcji 100 ml,13 kcal,0 g,0 g,3 g,3 g,0 g,0 g,,,,,
0000015298,Cisowianka Naturalna woda mineralna Gazowana 500 ml,napoje,N,,,,,,,,,,,,,
0000007714,Tymbark gazzzowany mięta cytryna 330 ml,napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.5 g,4.5 g,0 g,0 g,,,,,
0000012456,Tymbark Napój Jabłko mięta 500 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.5 g,4.5 g,0 g,0 g,,,,,
0000014678,FuzeTea Napój niegazowany o smaku brzoskwiniowym 500 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.4 g,4.4 g,0 g,0.02 g,,,,,
0000006426,"Nałęczowianka Naturalna woda mineralna niegazowana rPET 0,5 l",napoje,N,,,,,,,,,,,,,
0000007712,Tymbark gazzzowany mango pomarańcza 330 ml,napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.5 g,4.5 g,0 g,0 g,,,,,
0000009615,Fortuna Sok 100% pomidor 1 l,napoje,Y,w porcji 100 ml,18 kcal,0.5 g,0.1 g,2.7 g,2.7 g,0.8 g,0.7 g,,,,,
0000009872,"Nestea Black Tea Napój herbaciany o smaku cytrynowym 1,5 l",napoje,Y,w porcji 100 ml,18 kcal,0.5 g,0.1 g,4.3 g,4.3 g,0.5 g,0.02 g,,,,,
0000011178,Go Active Vitamin Water smak pomarańczowy 750 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.8 g,4.7 g,0 g,0 g,,,,,
0000008909,Nałęczowianka Woda mineralna mocniejszy gaz 1 l,napoje,N,,,,,,,,,,,,,
0000009456,"Nestea Green Tea Napój o smaku cytrusowym 1,5 l",napoje,Y,w porcji 100 ml,16 kcal,0.5 g,0.1 g,3.9 g,3.9 g,0.5 g,0.02 g,,,,,
0000015295,"Nałęczowianka Sport Naturalna woda mineralna niegazowana 0,75 l",napoje,N,,,,,,,,,,,,,
0000007713,Tymbark gazzzowany jabłko arbuz 330 ml,napoje,Y,w porcji 100 ml,18 kcal,0 g,0 g,4.5 g,4.5 g,0 g,0 g,,,,,
0000009314,"Hellena Oranżada zielona 1,25 l",napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.4 g,4.3 g,0 g,0.03 g,,,,,
0000015297,"Nałęczowianka NAŁ KIDS woda mineralna niegazowana 0,33 l",napoje,N,,,,,,,,,,,,,
0000008654,Cola Original Zero 1 L,napoje,Y,w porcji 100 ml,1 kcal,0 g,0 g,0 g,0 g,0 g,0 g,,,,,
0000009876,Żywiec Bezalkoholowy napój piwny lemonż & nuta cola 500 ml,napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,5.1 g,4.1 g,0 g,0.02 g,,,,,
0000009434,"Hellena Oranżada żółta 1,25 l",napoje,Y,w porcji 100 ml,19 kcal,0 g,0 g,4.4 g,4.3 g,0 g,0.03 g,,,,,
