item_id,item_name,item_type,nutrition_flag,wartość,kcal,fat,saturated_fat,carbohydrates,sugar,fiber,protein,salt,monounsaturated fatty acids,polyunsaturated fatty acids,polyols,starch,omega3,kJ,ergokalcyferol
0000016092,Knorr Fix spaghetti 4 sery z brokułami 39 g,artykuly-spozywcze,Y,w porcji 100 g,450 kcal,23 g,8.9 g,45 g,5 g,1.4 g,14 g,8.4 g,,,,,,,
0000002917,Magnetic Mella galaretka w czekoladzie o smaku pomarańczowym 190g,artykuly-spozywcze,Y,w porcji 100 g,366 kcal,7.2 g,4.3 g,72 g,60 g,,0.8 g,0.16 g,,,,,,,
0000009061,Łowicz Konfitura extra z wiśni obniżonej zawartości cukrów 240 g,artykuly-spozywcze,Y,w porcji 100 g,171 kcal,0.5 g,0.1 g,41 g,41 g,,0.6 g,0 g,,,,,,,
0000010772,Pudliszki Sos do spaghetti po bolońsku 500 g,artykuly-spozywcze,Y,w porcji 100 g,53 kcal,0.6 g,0.1 g,9.2 g,6.3 g,2 g,1.7 g,,,,,,,,
0000017518,Nestlé Cheerios Zbożowe kółeczka z miodem 375 g,artykuly-spozywcze,Y,w porcji 100 g,374 kcal,3.6 g,0.8 g,71.1 g,22.3 g,9.8 g,9.4 g,0.66 g,,,,,,,
0000008852,Milka Czekolada mleczna 100 g,artykuly-spozywcze,Y,w porcji 100 g,539 kcal,31 g,19 g,57 g,55 g,2.3 g,6.5 g,0.28 g,,,,,,,
0000001330,Sottile Gusto Pomidory suszone w oleju z ziołami z pestkami dyni 270/150 g,artykuly-spozywcze,Y,w porcji 100 g,225 kcal,17 g,1.6 g,10 g,10 g,,4.9 g,3.1 g,,,,,,,
0000007153,El Toro Rojo Kapary w zalewie 100 g,artykuly-spozywcze,Y,w porcji 100 g,26 kcal,0.5 g,0.1 g,2.4 g,0.5 g,3 g,2 g,5.6 g,,,,,,,
0000001857,Makaron Szlachecki 5 jajeczny 250 g,artykuly-spozywcze,Y,w porcji 100 g,367 kcal,3.2 g,0.9 g,72 g,2.3 g,,12 g,0.04 g,,,,,,,
0000000121,Top Paluszki solone 400 g,artykuly-spozywcze,Y,w porcji 100 g,389 kcal,5.2 g,0.9 g,73 g,3.8 g,4.1 g,11 g,3 g,,,,,,,
0000006010,Lipton Royal Ceylon Herbata czarna 25 torebek 50 g,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0.5 g,0.1 g,0.5 g,0.5 g,,0.5 g,0.01 g,,,,,,,
0000006935,Kamis Rozmaryn 15 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000016647,"Tymbark Drugie Śniadanie Owoce Południa, Owsianka 100 g",artykuly-spozywcze,Y,w porcji 100 g,78 kcal,0.6 g,0.1 g,16 g,13 g,1.5 g,1 g,0.01 g,,,,,,,
0000009062,Łowicz Konfitura extra z truskawek o obniżonej zawartości cukrów 240 g,artykuly-spozywcze,Y,w porcji 100 g,169 kcal,0.5 g,0.1 g,40 g,40 g,,0.5 g,0 g,,,,,,,
0000005754,Przysnacki Chrupki o smaku zielona cebulka 150 g,artykuly-spozywcze,Y,w porcji 100 g,479 kcal,19 g,1.5 g,69 g,3.7 g,2.7 g,6.7 g,1.5 g,,,,,,,
0000015932,Łowicz Dżem truskawkowy o obniżonej zawartości cukrów 280 g,artykuly-spozywcze,Y,w porcji 100 g,142 kcal,0.5 g,0.1 g,35 g,35 g,,0.5 g,0 g,,,,,,,
0000017493,Twój Deser Budyń smak czekoladowy 5 x 40 g,artykuly-spozywcze,Y,w porcji 100 g,97 kcal,1.9 g,1.1 g,16 g,11 g,0.5 g,3.3 g,0.11 g,,,,,,,
0000006097,Mutti Pomidory bez skóry 400 g,artykuly-spozywcze,Y,w porcji 100 g,22 kcal,0.5 g,0.1 g,3.6 g,2.9 g,,1.1 g,0.1 g,,,,,,,
0000002712,"Teekanne Herbata zielona Green Tea Lemon 20 torebek x 1,75 g",artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000016243,Nestlé Cookie Crisp Zbożowe płatki w kształcie ciasteczek o smaku czekoladowym 375 g,artykuly-spozywcze,Y,w porcji 100 g,393 kcal,5.2 g,0.9 g,78 g,22.4 g,6 g,6.7 g,0.66 g,,,,,,,
0000009053,Crunchips X-Cut Ser & Cebula 140 g,artykuly-spozywcze,Y,w porcji 100 g,524 kcal,32 g,2.6 g,51 g,1 g,4.5 g,5.8 g,1.6 g,,,,,,,
0000013010,Mentos Pure Fresh Mint Butelka 60 g,artykuly-spozywcze,Y,w porcji 100 g,180 kcal,0 g,0 g,74 g,0 g,,0 g,0 g,,,72 g,,,,
0000016042,Winiary Pomysł na... Soczysty kurczak z papryką i ziołami 28 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000006672,Łowicz Dżem 100 % owoców truskawka 210 g,artykuly-spozywcze,Y,w porcji 100 g,142 kcal,0.5 g,0.1 g,33 g,33 g,,0.7 g,0 g,,,,,,,
0000007111,Adalbert's Tea Earl Grey Herbata czarna (25 x 2 g) 50 g,artykuly-spozywcze,Y,w porcji 100 g,0 kcal,0 g,,0 g,,,0 g,,,,,,,,
0000009760,Kamis Musztarda francuska 185 g,artykuly-spozywcze,Y,w porcji 100 g,168 kcal,10 g,0.6 g,11 g,7.9 g,,7.2 g,4.86 g,,,,,,,
0000005845,Candi Tropikini Żelki o smaku owoców tropikalnych 200 g,artykuly-spozywcze,Y,w porcji 100 g,335 kcal,0.2 g,0.2 g,78 g,70 g,,4.2 g,0 g,,,,,,,
0000008794,Winiary Majonez Lekki 300 ml,artykuly-spozywcze,Y,w porcji 100 ml,338 kcal,33.2 g,2.8 g,8.4 g,4.6 g,0.1 g,1.1 g,1.1 g,,,,,,,
0000000130,Plony Natury Kasza gryczana prażona 400 g,artykuly-spozywcze,Y,w porcji 100 g,143 kcal,1.3 g,0.3 g,25 g,1.3 g,3.2 g,5.8 g,0.02 g,,,,,,,
0000005351,Go Vege Migdał 1 l,artykuly-spozywcze,Y,w porcji 100 g,30 kcal,1.4 g,0.1 g,3.7 g,2.7 g,0.1 g,0.6 g,0.13 g,,,,,,,
0000009567,"Fritt Cukierek rozpuszczalny o smaku grejpfrutowym z witaminą C (6 x 11,7 g) 70 g",artykuly-spozywcze,Y,w porcji 100 g,401 kcal,8.5 g,5.7 g,79 g,50 g,,2 g,0.01 g,,,,,,,
0000015427,Jeżyki Classic ciastka w czekoladzie mlecznej 140 g,artykuly-spozywcze,Y,w porcji 100 g,479 kcal,21 g,11 g,64 g,46 g,,5.3 g,0.43 g,,,,,,,
0000006713,Bonitki Deserowe z masłem 200 g,artykuly-spozywcze,Y,w porcji 100 g,494 kcal,23 g,11 g,63 g,15 g,1.5 g,8.3 g,0.65 g,,,,,,,
0000004332,Jacobs Kronung Kawa mielona 500 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000016742,REEVA zupka błyskawiczna o smaku sera i boczku 62 g,artykuly-spozywcze,Y,w porcji 100 g,403 kcal,17.2 g,8.4 g,53.1 g,2.8 g,2.5 g,7.5 g,5.3 g,,,,,,,
0000000371,Magnetic Chałwa sezamowa o smaku waniliowo - kakaowym 100 g,artykuly-spozywcze,Y,w porcji 100 g,528 kcal,31 g,5.5 g,46 g,25 g,5.1 g,13 g,0.02 g,,,,,,,
0000015983,Firma Roleski Sos czosnkowy aioli 300 g,artykuly-spozywcze,Y,w porcji 100 g,387 kcal,38 g,4.5 g,9.6 g,4.8 g,,1.2 g,1.8 g,,,,,,,
0000004652,Plony Natury Kasza bulgur z pszenicy twardej 400 g,artykuly-spozywcze,Y,w porcji 100 g,329 kcal,1.4 g,0.3 g,62 g,1.5 g,14 g,10 g,0.01 g,,,,,,,
0000016022,WINIARY Pomysł na... Zapiekanka makaronowa z szynką 35 g,artykuly-spozywcze,Y,w porcji 100 ml,115 kcal,3.2 g,1.7 g,15.3 g,0.8 g,0.5 g,6 g,0.56 g,,,,,,,
0000004777,Gellwe Słodki Kubek Kisiel z kawałkami owoców smak wiśniowy 28 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000002710,"Herbata zielona Green Tea Pomegranate 20 x 1,75 g",artykuly-spozywcze,Y,w porcji 100 g,4 kcal,0 g,0 g,0 g,0.1 g,0 g,0 g,0 g,0 g,0 g,0 g,0 g,,,
0000016021,Winiary Pomysł na... Garnek chłopski 40 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000004961,Winiary Sos tatarski 250 ml,artykuly-spozywcze,Y,w porcji 100 ml,611 kcal,63.7 g,4.9 g,7.9 g,7.6 g,1 g,1 g,1.4 g,,,,,,,
0000010441,"Dr. Oetker Słodka Chwila Kisiel owoce leśne z owocami, 31,5 g",artykuly-spozywcze,Y,w porcji 100 g,59 kcal,0 g,0 g,14 g,8.8 g,,0.1 g,0.03 g,,,,,,,
0000001057,Culineo Sos pieczeniowy jasny 30 g,artykuly-spozywcze,Y,w porcji 100 ml,32 kcal,0.4 g,0.3 g,6.2 g,1.9 g,0.3 g,0.8 g,1.3 g,,,,,,,
0000009867,Nestlé Nesquik Zbożowe kuleczki o smaku czekoladowym 375 g,artykuly-spozywcze,Y,w porcji 100 g,378 kcal,3 g,0.7 g,74.6 g,22.1 g,9.3 g,8.7 g,0.22 g,,,,,,,
0000000320,KitKat Chunky Peanut Butter Paluszek waflowy w mlecznej czekoladzie 42 g,artykuly-spozywcze,Y,w porcji 100 g,528 kcal,29.8 g,14.9 g,54 g,41.4 g,3 g,9.2 g,0.54 g,,,,,,,
0000017520,Nestlé Lion Płatki śniadaniowe karmel i czekolada 375 g,artykuly-spozywcze,Y,w porcji 100 g,397 kcal,6.1 g,0.9 g,73.6 g,23.9 g,6.6 g,8.4 g,0.45 g,,,,,,,
0000009717,Amberfish Szproty wędzone w oleju 250 g,artykuly-spozywcze,Y,w porcji 100 g,356 kcal,32 g,18.1 g,0 g,0 g,,17 g,,,,,,,,
0000001014,Culineo Sos Spaghetti 520g,artykuly-spozywcze,Y,w porcji 100 g,49 kcal,0.6 g,0.1 g,8.3 g,8.3 g,0.9 g,1.6 g,1.4 g,,,,,,,
0000009635,Go Active Kaszka proteinowa cynamonowa 200 g,artykuly-spozywcze,Y,w porcji 100 g,78 kcal,1.5 g,0.9 g,8.6 g,4.8 g,0.2 g,7.5 g,0.25 g,,,,,,,
0000001192,Diamant cukier puder 500 g,artykuly-spozywcze,Y,w porcji 100 g,400 kcal,0 g,0 g,100 g,100 g,0 g,0 g,0 g,0 g,0 g,0 g,0 g,,,
0000010771,Pudliszki Sos do makaronu z pieczarkami 500 g,artykuly-spozywcze,Y,w porcji 100 g,58 kcal,1.1 g,0.1 g,9.6 g,6.6 g,1.7 g,1.6 g,,,,,,,,
0000004066,Grula Skrobia ziemniaczana 1 kg,artykuly-spozywcze,Y,w porcji 100 g,324 kcal,0 g,0 g,81 g,0.6 g,,0 g,0.1 g,,,,,,,
0000002828,Diamant cukier trzcinowy Demerara 500g,artykuly-spozywcze,Y,w porcji 100 g,400 kcal,0 g,0 g,100 g,100 g,,0 g,0.01 g,,,,,,,
0000016923,Cheetos Chrupki kukurydziane o smaku pizzy 120 g,artykuly-spozywcze,Y,w porcji 100 g,488 kcal,23 g,2 g,63 g,4.4 g,1.9 g,6.2 g,1.6 g,,,,,,,
0000000126,Magnetic Kakao o obniżonej zawartości tłuszczu Extra ciemne 200 g,artykuly-spozywcze,Y,w porcji 100 g,309 kcal,11 g,6.4 g,13 g,0.5 g,31 g,24 g,0.06 g,,,,,,,
0000011943,Go Vege Napój owsiany 750 ml,artykuly-spozywcze,Y,w porcji 100 ml,55 kcal,2.1 g,0.2 g,7.8 g,5.5 g,1.3 g,0.6 g,0.09 g,,,,,,,
0000002097,Bonitki Herbatniki maślane Pełnoziarniste 250 g,artykuly-spozywcze,Y,w porcji 100 g,467 kcal,16 g,10 g,73 g,23 g,,7 g,0.5 g,,,,,,,
0000005687,"Teekanne Fruit Love Herbatka owocowa 20 x 2,25g",artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000002349,Marinero sardynki w sosie pomidorowym 110 g,artykuly-spozywcze,Y,w porcji 100 g,206 kcal,14 g,3.4 g,5.4 g,5.4 g,,14 g,1.2 g,6.7 g,3.7 g,,,,,
0000001385,Vifon Premium Zupa koreańska kimchi 80 g,artykuly-spozywcze,Y,w porcji 100 g,85 kcal,4.1 g,1.4 g,10.3 g,0.5 g,,1.6 g,0.7 g,,,,,,,
0000003562,Plony Natury Mąka pszenna T 1850 Pełnoziarnista 1 kg,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000008862,Milka White czekolada biała 100 g,artykuly-spozywcze,Y,w porcji 100 g,534 kcal,28 g,17 g,65 g,65 g,0 g,4.2 g,0.26 g,,,,,,,
0000007765,Winiary Krupnik Polski 59 g,artykuly-spozywcze,Y,w porcji 100 ml,26 kcal,0.3 g,0.1 g,4.6 g,0.8 g,0.7 g,0.8 g,0.66 g,,,,,,,
0000004334,Plony Natury Kasza gryczana biała (4 x 100 g) 400 g ,artykuly-spozywcze,Y,w porcji 100 g,335 kcal,3.1 g,0.7 g,62 g,1.8 g,5.4 g,12 g,0 g,,,,,,,
0000012061,Candi Owocowy rytm Żelki z nadzieniem owocowym 200 g,artykuly-spozywcze,Y,w porcji 100 g,325 kcal,,,74 g,45 g,,5.4 g,0.04 g,,,,,,,
0000001304,Sottile Gusto Olej z pestek winogron 1l,artykuly-spozywcze,Y,w porcji 100 ml,828 kcal,92 g,10 g,0 g,0 g,,0 g,0 g,20 g,62 g,,,,,
0000002194,Delio Mieszanka oleju rzepakowego i oliwy z oliwek extra virgin 5% 1 l,artykuly-spozywcze,Y,w porcji 100 ml,828 kcal,92 g,7.3 g,0 g,0 g,0 g,0 g,0 g,57 g,26 g,,,,,
0000015945,Plony Natury Soczewica czerwona 500 g,artykuly-spozywcze,Y,w porcji 100 g,337 kcal,1.6 g,0.2 g,47 g,2 g,16.5 g,26 g,0.01 g,,,,,,,
0000006671,Łowicz Dżem 100 % owoców malina z czerwoną porzeczką 210 g,artykuly-spozywcze,Y,w porcji 100 g,140 kcal,0.5 g,0.1 g,29 g,29 g,,1.5 g,0.02 g,,,,,,,
0000005038,Przysnacki Prażynki o smaku bekon 120 g,artykuly-spozywcze,Y,w porcji 100 g,511 kcal,28 g,2.3 g,56 g,4.2 g,2.2 g,7.7 g,2.7 g,,,,,,,
0000015460,Kupiec Slim Wafle ryżowe ze słonecznikiem 84 g,artykuly-spozywcze,Y,w porcji 100 g,388 kcal,4.7 g,0.8 g,76 g,1.3 g,3.4 g,8.5 g,0.98 g,,,,,,,
0000001388,Kinder Bueno wafel z nadzieniem 43 g,artykuly-spozywcze,Y,w porcji 100 g,572 kcal,37.3 g,17.3 g,49.5 g,41.2 g,,8.6 g,0.27 g,,,,,,,
0000002099,Bonitki Herbatniki maślano-kakaowe z dodatkiem czekolady 250 g,artykuly-spozywcze,Y,w porcji 100 g,463 kcal,15 g,8.4 g,74 g,26 g,,7.5 g,0.5 g,,,,,,,
0000001039,Biedronka Konserwa golonka wieprzowa 300 g,artykuly-spozywcze,Y,w porcji 100 g,142 kcal,8 g,3.2 g,0.5 g,0.5 g,,17 g,2 g,,,,,,,
0000003521,Madero Majonez wyborny 420 ml,artykuly-spozywcze,Y,w porcji 100 ml,698 kcal,76 g,5.8 g,2.7 g,2.3 g,0 g,1 g,0.6 g,,,,,,,
0000015382,Nasza Spiżarnia Ogórki burgerowe 670 g,artykuly-spozywcze,Y,w porcji 100 g,43 kcal,0.5 g,0.1 g,9.3 g,9.3 g,0.3 g,0.5 g,0.9 g,,,,,,,
0000009463,Lipton Fruit Malina i Bez 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0.5 g,0.1 g,0.5 g,0.5 g,,0.5 g,0.01 g,,,,,,,
0000006446,Go Vege Peanut Butter Smooth Krem z orzechów 500 g,artykuly-spozywcze,Y,w porcji 100 g,627 kcal,52 g,6.3 g,9.6 g,6.2 g,8.3 g,26 g,0.03 g,,,,,,,
0000007092,BakaD'Or Selection Migdały łuskane kalifornijskie 180 g,artykuly-spozywcze,Y,w porcji 100 g,596 kcal,49 g,3.9 g,8 g,4.6 g,12 g,24 g,0.01 g,,,,,,,
0000015474,Top Popcorn o smaku maślanym 3x100 g 3 szt.,artykuly-spozywcze,Y,w porcji 100 g,408 kcal,19 g,8.6 g,45 g,1.2 g,12 g,8.8 g,1.9 g,,,,,,,
0000011295,HIPP Batonik Jabłka-Banany-Maliny BIO 23 g,artykuly-spozywcze,Y,w porcji 100 g,354 kcal,5.5 g,0.7 g,68.9 g,41.1 g,5 g,4.6 g,0.05 g,,,,,,,
0000017489,Kotlin Ketchup pikantny 450 g,artykuly-spozywcze,Y,w porcji 100 g,99 kcal,0.5 g,0.1 g,22 g,22 g,,1.3 g,2.2 g,,,,,,,
0000001541,Bonitki Biszkopty duo z kakao 150 g,artykuly-spozywcze,Y,w porcji 100 g,366 kcal,5 g,1.1 g,72 g,37 g,1.8 g,9.6 g,0.18 g,,,,,,,
0000015931,Pastani Makaron Pełnoziarnisty Penne  500 g,artykuly-spozywcze,Y,w porcji 100 g,156 kcal,1.4 g,0.3 g,26 g,1 g,5.6 g,7.1 g,0.02 g,,,,,,,
0000002945,Nasza Spiżarnia Buraczki zasmażane 510 g,artykuly-spozywcze,Y,w porcji 100 g,84 kcal,1.7 g,0.5 g,15 g,14 g,1.6 g,1.4 g,0.62 g,,,,,,,
0000007920,"Vitanella Baton orzeszki ziemne, migdały, sól morska 40 g",artykuly-spozywcze,Y,w porcji 100 g,557 kcal,40.2 g,5.8 g,33.1 g,25.5 g,6.4 g,12.6 g,0.55 g,,,,,,,
0000003429,Plony Natury Kasza manna 500 g,artykuly-spozywcze,Y,w porcji 100 g,339 kcal,1 g,0.5 g,71 g,0.5 g,2.8 g,10 g,0.06 g,,,,,,,
0000015437,Pastani Makaron Fusilli Express 500 g,artykuly-spozywcze,Y,w porcji 100 g,353 kcal,1.6 g,0.3 g,71 g,3.6 g,3.9 g,12 g,0.01 g,,,,,,,
0000009753,Snickers Baton 75 g,artykuly-spozywcze,Y,w porcji 100 g,489 kcal,23 g,7.7 g,60 g,51 g,,8.7 g,0.52 g,,,,,,,
0000005911,Herbarium Melisa Herbatka ziołowa w torebkach do zaparzania 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,1 kcal,0 g,0 g,0 g,0 g,,0.5 g,0 g,,,,,,,
0000000178,Papryka konserwowa 650 g Nasza Spiżarnia,artykuly-spozywcze,Y,w porcji 100 g,32 kcal,0.5 g,0.1 g,5.6 g,5 g,1.6 g,0.8 g,0.71 g,,,,,,,
0000009002,Herbarium Melisa z pomarańczą  Herbatka ziołowo-owocowa aromatyzowana z melisą o smaku pomarańczy  20 torebek 40 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000005109,Knorr Puree klopsiki z cebulką 53 g,artykuly-spozywcze,Y,w porcji 100 g,85 kcal,2.5 g,0.9 g,12 g,1.6 g,2 g,3 g,0.63 g,,,,,,,
0000006396,Krakus Chrzan 180 g,artykuly-spozywcze,Y,w porcji 100 g,157 kcal,9.8 g,0.7 g,12 g,9.5 g,,2.7 g,1.4 g,,,,,,,
0000001537,Bonitki Biszkopty 180 g,artykuly-spozywcze,Y,w porcji 100 g,367 kcal,5.4 g,1.1 g,71 g,37 g,2.5 g,9.5 g,0.19 g,,,,,,,
0000008521,Profi Pasztet z papryką 131 g,artykuly-spozywcze,Y,w porcji 100 g,211 kcal,17 g,5.7 g,5.6 g,0.9 g,,8.5 g,1.4 g,,,,,,,
0000008230,Patak's Tandoori Sos pomidorowy z cebulą i migdałami 450 g,artykuly-spozywcze,Y,w porcji 100 g,100 kcal,5.7 g,2.2 g,10.4 g,7.1 g,,1 g,,,,,,,,
0000009308,Nestlé Chocapic Zbożowe muszelki o smaku czekoladowym 250 g,artykuly-spozywcze,Y,w porcji 100 g,389 kcal,4.8 g,1.3 g,73.6 g,22.4 g,7.7 g,8.9 g,0.22 g,,,,,,,
0000009696,Sotille Gusto Pomidory suszone w oleju z ziołami 270/150 g ,artykuly-spozywcze,Y,w porcji 100 g,189 kcal,12 g,1 g,12 g,10 g,,4.5 g,3 g,,,,,,,
0000007148,Dr. Oetker Słodka Chwila Budyń waniliowy 43 g,artykuly-spozywcze,Y,w porcji 100 g,75 kcal,0.2 g,0.1 g,16 g,9.6 g,,2.2 g,0.09 g,,,,,,,
0000010442,Dr. Oetker Słodka Chwila Kisiel jabłkowy 30 g,artykuly-spozywcze,Y,w porcji 100 g,57 kcal,0 g,0 g,14 g,8.8 g,,0 g,0.02 g,,,,,,,
0000003251,Rapsodia 100% Owoców Brzoskwinia 220 g,artykuly-spozywcze,Y,w porcji 100 g,148 kcal,0.5 g,0.1 g,34 g,31 g,,0.8 g,0.06 g,,,,,,,
0000007381,Lajkonik Krakersy Super 180g,artykuly-spozywcze,Y,w porcji 100 g,469 kcal,20 g,1.6 g,62 g,2.9 g,2.4 g,9.1 g,1.9 g,,,,,,,
0000008644,Knorr Bulion warzywny (12 x 10 g) 120 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000000004,Corn Flakes Płatki śniadaniowe 250 g,artykuly-spozywcze,Y,w porcji 100 g,383 kcal,1.4 g,0.6 g,83 g,8.9 g,4.2 g,7.5 g,1.33 g,,,,,,,
0000001699,Top Orzeszki ziemne w chrupiącej skorupce Smak papryka 240 g,artykuly-spozywcze,Y,w porcji 100 g,524 kcal,31 g,4 g,43 g,9 g,4.7 g,15 g,2.5 g,,,,,,,
0000003417,Nutella Krem do smarowania 350 g,artykuly-spozywcze,Y,w porcji 100 g,539 kcal,30.9 g,10.6 g,57.5 g,56.3 g,,6.3 g,0.11 g,,,,,,,
0000005115,Nestle Cini Minis Baton 25 g ,artykuly-spozywcze,Y,w porcji 100 g,396 kcal,11.3 g,4.9 g,65.3 g,20.6 g,5 g,8 g,0.64 g,,,,,,,
0000007745,Winiary Bulion Drobiowy 160 g,artykuly-spozywcze,Y,w porcji 100 ml,6 kcal,0.3 g,0.1 g,0.5 g,0.4 g,0 g,0.2 g,0.76 g,,,,,,,
0000017936,Winiary Budyń z cukrem smak śmietankowy 60 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000010481,Bonitki biszkopciki z nadzieniem o smaku truskawkowym i kremem o smaku śmietankowym 170 g,artykuly-spozywcze,Y,w porcji 100 g,377 kcal,9.1 g,3.8 g,68 g,44 g,2.3 g,4.6 g,0.2 g,,,,,,,
0000016636,Lipton Infusion Mięta & Cytrusy 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,4 kcal,0 g,0 g,0 g,0 g,,0 g,0 g,,,,,,,
0000009570,"Fritt Cukierek rozpuszczalny o smaku malinowym z witaminą C (6 x 11,7 g) 70 g",artykuly-spozywcze,Y,w porcji 100 g,401 kcal,8.5 g,5.7 g,79 g,50 g,,2 g,0.01 g,,,,,,,
0000000474,"Mentos Strong Mint 2x37,5 g",artykuly-spozywcze,Y,w porcji 100 g,1650 kcal,1.9 g,1.8 g,93 g,69 g,,0 g,0.1 g,,,,,,,
0000008460,RealThai Mleczko kokosowe UHT 500ml,artykuly-spozywcze,Y,w porcji 100 ml,185 kcal,19 g,17 g,2 g,2 g,,1.6 g,0.05 g,,,,,,,
0000011788,Prince Polo XXL Kruchy wafelek z kremem smak orzechowy 50 g,artykuly-spozywcze,Y,w porcji 100 g,527 kcal,28 g,15 g,61 g,39 g,2.5 g,5.6 g,0.23 g,,,,,,,
0000001059,Culineo Sos pomidorowy 34g,artykuly-spozywcze,Y,w porcji 100 ml,34 kcal,0.1 g,0.1 g,6.6 g,3.2 g,1.1 g,1 g,0.99 g,,,,,,,
0000010647,Plony Natury Ryż brązowy długoziarnisty 400 g,artykuly-spozywcze,Y,w porcji 100 g,324 kcal,2.1 g,0.4 g,61 g,1 g,13 g,8.5 g,0.01 g,,,,,,,
0000001176,Słodka Kraina Strucla serowa 450 g,artykuly-spozywcze,Y,w porcji 100 g,345 kcal,6.1 g,1 g,52 g,24 g,1 g,7.5 g,0.34 g,,,,,,,
0000005075,Przysnacki Chrupki o smaku keczupu 120 g,artykuly-spozywcze,Y,w porcji 100 g,468 kcal,16 g,1.2 g,73 g,6.2 g,2.3 g,6.8 g,1.9 g,,,,,,,
0000004779,Gellwe Słodki Kubek Kisiel z kawałkami owoców smak truskawkowy 28 g,artykuly-spozywcze,N,,,,,,,,,,,,,,,,
0000009697,Sottile Gusto Pomidory suszone w oleju z ziołami i żurawiną 270 g,artykuly-spozywcze,Y,w porcji 100 g,211 kcal,13 g,1 g,16 g,16 g,,3.4 g,2.7 g,,,,,,,
0000009584,Lubella Owsianka z malinami daktylami 100 g,artykuly-spozywcze,Y,w porcji 100 g,76 kcal,0.8 g,0.1 g,15 g,10 g,1.2 g,1.5 g,0 g,,,,,,,
0000009675,Baitz Baton choco cocos 50 g,artykuly-spozywcze,Y,w porcji 100 g,481 kcal,25 g,20 g,58 g,50 g,4 g,4.1 g,0.07 g,,,,,,,
0000000019,Amino Zupa błyskawiczna barszcz czerwony z majerankiem 66 g,artykuly-spozywcze,Y,w porcji 100 ml,85 kcal,3.5 g,1.7 g,11 g,1.7 g,,1.4 g,0.78 g,,,,,,,
0000008817,Bonitki Kolekcja ciastek 700g,artykuly-spozywcze,Y,w porcji 100 g,479 kcal,23 g,11 g,61 g,31 g,2.4 g,6.2 g,0.08 g,,,,,,,
0000005909,Herbarium Pokrzywa Herbatka ziołowa w torebkach do zaparzania 20 torebek,artykuly-spozywcze,Y,w porcji 100 ml,1 kcal,0 g,0 g,0 g,0 g,,0.5 g,0 g,,,,,,,
0000008275,Donatello Oliwki zielone i Kalamata ser & zioła 150g,artykuly-spozywcze,Y,w porcji 100 g,226 kcal,22 g,4.9 g,0.3 g,0.2 g,4 g,4.8 g,2.4 g,,,,,,,
0000004854,Go Vege Tofu naturalne 180 g,artykuly-spozywcze,Y,w porcji 100 g,129 kcal,7.5 g,1 g,1.8 g,0.5 g,,13 g,0.2 g,,,,,,,
0000000942,Magnetic Czekolada mleczna nadziewana Truskawkowa 100 g,artykuly-spozywcze,Y,w porcji 100 g,517 kcal,29 g,17 g,59 g,57 g,1 g,5.2 g,0.22 g,,,,,,,
0000005105,Vitanella Select Peanut Butter smooth 96% orzeszków 450g,artykuly-spozywcze,Y,w porcji 100 g,611 kcal,49 g,9.1 g,17 g,8.3 g,7.3 g,22 g,0.8 g,,,,,,,
0000000370,Magnetic Chałwa sezamowa o smaku waniliowym 100 g,artykuly-spozywcze,Y,w porcji 100 g,526 kcal,30 g,5.2 g,48 g,27 g,4.5 g,13 g,0.02 g,,,,,,,
0000003014,Swojska Chata Kapusta kiszona 520 g,artykuly-spozywcze,Y,w porcji 100 g,15 kcal,0 g,0.1 g,1.4 g,0.5 g,2.6 g,0.8 g,0.8 g,,,,,,,
0000004232,Candi Jabłkowe krążki 200 g,artykuly-spozywcze,Y,w porcji 100 g,343 kcal,0 g,0 g,81 g,54 g,,3.8 g,0.03 g,,,,,,,
0000001667,Tic Tac Strawberry Mix 18g,artykuly-spozywcze,Y,w porcji 100 g,394 kcal,0.6 g,0.6 g,94.8 g,91.3 g,,0 g,0.03 g,,,,,,,
0000006404,Lubella Choco muszelki Zbożowe muszelki o smaku czekoladowym 500 g,artykuly-spozywcze,Y,w porcji 100 g,380 kcal,3.7 g,1.2 g,75 g,25 g,6.2 g,8.5 g,0.4 g,,,,,,,
0000005437,"Plony Natury Natural Mix Kasza gryczana, kasza bulgur, soczewica, suszone pomidory, pestki dyni  4x100 g",artykuly-spozywcze,Y,w porcji 100 g,353 kcal,4.9 g,1 g,58 g,5.8 g,8.2 g,15 g,0.06 g,,,,,,,
